sheet,slug,bank_class,period_bs,n_obs,min,max,rel_diff,files
C5,profit-loss-a-c,system_total,Magh 2079 (Mid-Feb 2022),4,79.32770379999977,44149.06448981479,555.5403052774977,Magh2078_NFRS_Publish-1=44149.06; Magh2078_NFRS_Publish-1=79.33; Falgun2078_NFRS_Publish=44149.06; Falgun2078_NFRS_Publish=79.33
C6,others,commercial,Shrawan 2079 (Mid-Aug 2022),4,4.802501549999999,2605.2434963595347,541.4763468029563,Shrawan_2079_PublishV1=2605.24; Shrawan_2079_PublishV1=4.80; Bhadra_2079_Publish=2605.24; Bhadra_2079_Publish=4.80
C5,profit-loss-a-c,system_total,Chait 2079 (Mid-Apr 2022),4,103.77770463999998,56227.80893978731,540.810103960566,Chaitra-2078=56227.81; Chaitra-2078=103.78; Baishakh-2079=56227.81; Baishakh-2079=103.78
C5,profit-loss-a-c,commercial,Jestha 2082 (Mid-June 2025),4,110.8543386237152,54084.29318319406,486.88612024269247,Jestha_2082_Publish-3=54084.29; Jestha_2082_Publish-3=110.85; Asar_2082_Publish=54084.29; Asar_2082_Publish=110.85
C5,profit-loss-a-c,system_total,Poush 2079 (Mid-Jan 2022),4,80.37564201227993,37593.98433727564,466.7285729367109,Poush-2078_Publish=37593.98; Poush-2078_Publish=80.38; Magh2078_NFRS_Publish-1=37593.98; Magh2078_NFRS_Publish-1=80.38
C5,profit-loss-a-c,system_total,Baisakh 2079 (Mid-May 2022),4,142.26456974000013,64017.655190201614,448.99015079579544,Baishakh-2079=64017.66; Baishakh-2079=142.26; Jestha2079_PublishV1=64017.66; Jestha2079_PublishV1=142.26
C5,profit-loss-a-c,commercial,Ashadh 2077 (Mid-July 2020),24,132.7880479890755,54483.587922898005,409.3049088226704,Bhadra_2079_Publish=54483.59; Bhadra_2079_Publish=132.79; Asoj_2079_PublishV1=54483.59; Asoj_2079_PublishV1=132.79; Kartik2079_publish=54483.59; Kartik2079_publish=132.79; Mangsir_2079_Publish_V1=54483.59; Mangsir_2079_Publish_V1=132.79; Poush2079_Publish-1=54483.59; Poush2079_Publish-1=132.79; Magh_2079_Publish-4=54483.59; Magh_2079_Publish-4=132.79; Falgun_2079_Publish-4=54483.59; Falgun_2079_Publish-4=132.79; Chaitra_2079_Publish=54483.59; Chaitra_2079_Publish=132.79; Saun_2080_Publish-3=54483.59; Saun_2080_Publish-3=132.79; Baisakh_2080_Publish-1=54483.59; Baisakh_2080_Publish-1=132.79; Jestha_2080_Publish=54483.59; Jestha_2080_Publish=132.79; Asar_2080_Publish=54483.59; Asar_2080_Publish=132.79
C6,others,commercial,Ashadh 2075 (Mid-July 2018),4,7.163280820000001,2629.030005410579,366.01478993679586,Shrawan-2078-2=2629.03; Shrawan-2078-2=7.16; Ashadh-2078-2=2629.03; Ashadh-2078-2=7.16
C6,others,system_total,Bhadra 2081 (Mid-Sept 2024),4,10.392994589999997,3810.0378941010363,365.59673601360333,Bhadau_2081_Publish-1=3810.04; Bhadau_2081_Publish-1=10.39; Ashwin_2081_Publish-1=3810.04; Ashwin_2081_Publish-1=10.39
C5,profit-loss-a-c,system_total,Jestha 2079 (Mid-June 2022),4,199.51062950419973,71615.64395417465,357.9565334546104,Jestha2079_PublishV1=71615.64; Jestha2079_PublishV1=199.51; Ashar2079_Publish=71615.64; Ashar2079_Publish=199.51
C6,others,commercial,Bhadra 2081 (Mid-Sept 2024),4,10.392994589999997,3669.807391554278,352.1039451406353,Bhadau_2081_Publish-1=3669.81; Bhadau_2081_Publish-1=10.39; Ashwin_2081_Publish-1=3669.81; Ashwin_2081_Publish-1=10.39
C6,others,commercial,Ashadh 2080 (Mid-July 2023),4,72.07729434999999,25189.64519205296,348.4810039585367,Saun_2080_Publish-3=25189.65; Saun_2080_Publish-3=72.08; Asar_2080_Publish=25189.65; Asar_2080_Publish=72.08
C6,others,system_total,Ashadh 2080 (Mid-July 2023),4,79.05753839999998,26832.226660196742,338.4012412129031,Saun_2080_Publish-3=26832.23; Saun_2080_Publish-3=79.06; Asar_2080_Publish=26832.23; Asar_2080_Publish=79.06
C6,others,finance,Mangsir 2080 (Mid-Dec 2023),4,0.1466442,43.27988483,294.13533320785956,Mangshir_2080_Publish=43.28; Mangshir_2080_Publish=0.15; Poush_2080_Publish-2=43.28; Poush_2080_Publish-2=0.15
C5,profit-loss-a-c,development,Jestha 2078 (Mid-June 2021),2,20.00108344090892,5268.980413273905,262.4347498644535,Ashadh-2078-2=5268.98; Ashadh-2078-2=20.00
C5,profit-loss-a-c,development,Ashadh 2078 (Mid-July 2021),28,20.60366,5224.167327972749,252.5553065801294,Shrawan-2078-2=5224.17; Shrawan-2078-2=20.60; Ashadh-2078-2=5224.17; Ashadh-2078-2=20.60; Bhadra_2080_Publish-2=5224.17; Bhadra_2080_Publish-2=20.60; Asoj_2080_publish=5224.17; Asoj_2080_publish=20.60; Kartik_2080_Publish=5224.17; Kartik_2080_Publish=20.60; Mangshir_2080_Publish=5224.17; Mangshir_2080_Publish=20.60; Poush_2080_Publish-2=5224.17; Poush_2080_Publish-2=20.60; Magh_2080_Publish=5224.17; Magh_2080_Publish=20.60; Falgun_2080_Publish-1=5224.17; Falgun_2080_Publish-1=20.60; Chaitra_2080_Publish=5224.17; Chaitra_2080_Publish=20.60; Shrawan_2081_Publish-1=5224.17; Shrawan_2081_Publish-1=20.60; Baisakh_2081_Publish=5224.17; Baisakh_2081_Publish=20.60; Jestha_2081_Publish-2=5224.17; Jestha_2081_Publish-2=20.60; Asar_2081_Publish=5224.17; Asar_2081_Publish=20.60
C6,others,finance,Kartik 2080 (Mid-Nov 2023),4,0.1466442,36.87257682,250.44244927518443,Kartik_2080_Publish=36.87; Kartik_2080_Publish=0.15; Mangshir_2080_Publish=36.87; Mangshir_2080_Publish=0.15
C5,profit-loss-a-c,system_total,Shrawan 2078 (Mid-Aug 2021),4,27.977409338135452,6988.024026323245,248.77380649744464,Shrawan-2078-2=6988.02; Shrawan-2078-2=27.98; Bhadra_2078_V1.1=6988.02; Bhadra_2078_V1.1=27.98
C5,profit-loss-a-c,development,Ashadh 2077 (Mid-July 2020),24,14.5933,3576.90399338779,244.1059043114162,Bhadra_2079_Publish=3576.90; Bhadra_2079_Publish=14.59; Asoj_2079_PublishV1=3576.90; Asoj_2079_PublishV1=14.59; Kartik2079_publish=3576.90; Kartik2079_publish=14.59; Mangsir_2079_Publish_V1=3576.90; Mangsir_2079_Publish_V1=14.59; Poush2079_Publish-1=3576.90; Poush2079_Publish-1=14.59; Magh_2079_Publish-4=3576.90; Magh_2079_Publish-4=14.59; Falgun_2079_Publish-4=3576.90; Falgun_2079_Publish-4=14.59; Chaitra_2079_Publish=3576.90; Chaitra_2079_Publish=14.59; Saun_2080_Publish-3=3576.90; Saun_2080_Publish-3=14.59; Baisakh_2080_Publish-1=3576.90; Baisakh_2080_Publish-1=14.59; Jestha_2080_Publish=3576.90; Jestha_2080_Publish=14.59; Asar_2080_Publish=3576.90; Asar_2080_Publish=14.59
C6,others,commercial,Ashadh 2076 (Mid-July 2019),24,14.579803219999999,3519.4745849799997,240.3938330904304,Bhadra_2078_V1.1=3519.47; Bhadra_2078_V1.1=14.58; Ashwin2078_NFRS_Publish=3519.47; Ashwin2078_NFRS_Publish=14.58; Kartik2078_NFRS_Publish-1=3519.47; Kartik2078_NFRS_Publish-1=14.58; Manghir-2078=3519.47; Manghir-2078=14.58; Poush-2078_Publish=3519.47; Poush-2078_Publish=14.58; Magh2078_NFRS_Publish-1=3519.47; Magh2078_NFRS_Publish-1=14.58; Falgun2078_NFRS_Publish=3519.47; Falgun2078_NFRS_Publish=14.58; Chaitra-2078=3519.47; Chaitra-2078=14.58; Shrawan_2079_PublishV1=3519.47; Shrawan_2079_PublishV1=14.58; Baishakh-2079=3519.47; Baishakh-2079=14.58; Jestha2079_PublishV1=3519.47; Jestha2079_PublishV1=14.58; Ashar2079_Publish=3519.47; Ashar2079_Publish=14.58
C5,profit-loss-a-c,commercial,Magh 2082 (Mid-Feb 2025),4,157.599266198493,36225.57011208267,228.8587486216929,Magh_2081_Publish-3=36225.57; Magh_2081_Publish-3=157.60; Falgun_2081_Publish=36225.57; Falgun_2081_Publish=157.60
C6,others,system_total,Shrawan 2081 (Mid-Aug 2024),4,8.808829239999998,1952.5209212307234,220.6549859275878,Shrawan_2081_Publish-1=1952.52; Shrawan_2081_Publish-1=8.81; Bhadau_2081_Publish-1=1952.52; Bhadau_2081_Publish-1=8.81
C6,others,commercial,Shrawan 2081 (Mid-Aug 2024),4,8.808829239999998,1881.7543827240568,212.6213941098099,Shrawan_2081_Publish-1=1881.75; Shrawan_2081_Publish-1=8.81; Bhadau_2081_Publish-1=1881.75; Bhadau_2081_Publish-1=8.81
C6,others,system_total,Chait 2082 (Mid-Apr 2025),4,80.28914873,16216.821537183221,200.98024009094786,Chaitra_2081_Publish=16216.82; Chaitra_2081_Publish=80.29; Baisakh_2082_Publish-1=16216.82; Baisakh_2082_Publish-1=80.29
C6,others,finance,Ashwin 2080 (Mid-Oct 2023),4,0.1466442,29.11426682,197.53677690628064,Asoj_2080_publish=29.11; Asoj_2080_publish=0.15; Kartik_2080_Publish=29.11; Kartik_2080_Publish=0.15
C6,others,commercial,Chait 2082 (Mid-Apr 2025),4,80.28914873,15550.875124383874,192.68588869560773,Chaitra_2081_Publish=15550.88; Chaitra_2081_Publish=80.29; Baisakh_2082_Publish-1=15550.88; Baisakh_2082_Publish-1=80.29
C5,profit-loss-a-c,commercial,Ashadh 2078 (Mid-July 2021),28,332.0134947206277,63461.85053475616,190.1423828966833,Shrawan-2078-2=63461.85; Shrawan-2078-2=332.01; Ashadh-2078-2=63461.85; Ashadh-2078-2=332.01; Bhadra_2080_Publish-2=63461.85; Bhadra_2080_Publish-2=332.01; Asoj_2080_publish=63461.85; Asoj_2080_publish=332.01; Kartik_2080_Publish=63461.85; Kartik_2080_Publish=332.01; Mangshir_2080_Publish=63461.85; Mangshir_2080_Publish=332.01; Poush_2080_Publish-2=63461.85; Poush_2080_Publish-2=332.01; Magh_2080_Publish=63461.85; Magh_2080_Publish=332.01; Falgun_2080_Publish-1=63461.85; Falgun_2080_Publish-1=332.01; Chaitra_2080_Publish=63461.85; Chaitra_2080_Publish=332.01; Shrawan_2081_Publish-1=63461.85; Shrawan_2081_Publish-1=332.01; Baisakh_2081_Publish=63461.85; Baisakh_2081_Publish=332.01; Jestha_2081_Publish-2=63461.85; Jestha_2081_Publish-2=332.01; Asar_2081_Publish=63461.85; Asar_2081_Publish=332.01
C6,others,system_total,Ashadh 2076 (Mid-July 2019),24,20.50417889,3855.3990294399996,187.02991576123534,Bhadra_2078_V1.1=3855.40; Bhadra_2078_V1.1=20.50; Ashwin2078_NFRS_Publish=3855.40; Ashwin2078_NFRS_Publish=20.50; Kartik2078_NFRS_Publish-1=3855.40; Kartik2078_NFRS_Publish-1=20.50; Manghir-2078=3855.40; Manghir-2078=20.50; Poush-2078_Publish=3855.40; Poush-2078_Publish=20.50; Magh2078_NFRS_Publish-1=3855.40; Magh2078_NFRS_Publish-1=20.50; Falgun2078_NFRS_Publish=3855.40; Falgun2078_NFRS_Publish=20.50; Chaitra-2078=3855.40; Chaitra-2078=20.50; Shrawan_2079_PublishV1=3855.40; Shrawan_2079_PublishV1=20.50; Baishakh-2079=3855.40; Baishakh-2079=20.50; Jestha2079_PublishV1=3855.40; Jestha2079_PublishV1=20.50; Ashar2079_Publish=3855.40; Ashar2079_Publish=20.50
C5,profit-loss-a-c,system_total,Ashadh 2078 (Mid-July 2021),28,407.3521497903803,69757.42709896194,170.24600210127397,Shrawan-2078-2=69757.43; Shrawan-2078-2=407.35; Ashadh-2078-2=69757.43; Ashadh-2078-2=407.35; Bhadra_2080_Publish-2=69757.43; Bhadra_2080_Publish-2=407.35; Asoj_2080_publish=69757.43; Asoj_2080_publish=407.35; Kartik_2080_Publish=69757.43; Kartik_2080_Publish=407.35; Mangshir_2080_Publish=69757.43; Mangshir_2080_Publish=407.35; Poush_2080_Publish-2=69757.43; Poush_2080_Publish-2=407.35; Magh_2080_Publish=69757.43; Magh_2080_Publish=407.35; Falgun_2080_Publish-1=69757.43; Falgun_2080_Publish-1=407.35; Chaitra_2080_Publish=69757.43; Chaitra_2080_Publish=407.35; Shrawan_2081_Publish-1=69757.43; Shrawan_2081_Publish-1=407.35; Baisakh_2081_Publish=69757.43; Baisakh_2081_Publish=407.35; Jestha_2081_Publish-2=69757.43; Jestha_2081_Publish-2=407.35; Asar_2081_Publish=69757.43; Asar_2081_Publish=407.35
C6,others,commercial,Ashadh 2077 (Mid-July 2020),24,33.1587511,5560.891280411036,166.70508827791875,Bhadra_2079_Publish=5560.89; Bhadra_2079_Publish=33.16; Asoj_2079_PublishV1=5560.89; Asoj_2079_PublishV1=33.16; Kartik2079_publish=5560.89; Kartik2079_publish=33.16; Mangsir_2079_Publish_V1=5560.89; Mangsir_2079_Publish_V1=33.16; Poush2079_Publish-1=5560.89; Poush2079_Publish-1=33.16; Magh_2079_Publish-4=5560.89; Magh_2079_Publish-4=33.16; Falgun_2079_Publish-4=5560.89; Falgun_2079_Publish-4=33.16; Chaitra_2079_Publish=5560.89; Chaitra_2079_Publish=33.16; Saun_2080_Publish-3=5560.89; Saun_2080_Publish-3=33.16; Baisakh_2080_Publish-1=5560.89; Baisakh_2080_Publish-1=33.16; Jestha_2080_Publish=5560.89; Jestha_2080_Publish=33.16; Asar_2080_Publish=5560.89; Asar_2080_Publish=33.16
C6,others,finance,Ashadh 2081 (Mid-July 2024),4,0.50718255,84.71608605,166.0327302270159,Shrawan_2081_Publish-1=84.72; Shrawan_2081_Publish-1=0.51; Asar_2081_Publish=84.72; Asar_2081_Publish=0.51
C6,others,system_total,Jestha 2081 (Mid-June 2024),4,133.00356441000002,21759.679325891604,162.60222692088678,Jestha_2081_Publish-2=21759.68; Jestha_2081_Publish-2=133.00; Asar_2081_Publish=21759.68; Asar_2081_Publish=133.00
C6,others,system_total,Ashadh 2077 (Mid-July 2020),24,35.81888042,5745.901568681036,159.4154429537314,Bhadra_2079_Publish=5745.90; Bhadra_2079_Publish=35.82; Asoj_2079_PublishV1=5745.90; Asoj_2079_PublishV1=35.82; Kartik2079_publish=5745.90; Kartik2079_publish=35.82; Mangsir_2079_Publish_V1=5745.90; Mangsir_2079_Publish_V1=35.82; Poush2079_Publish-1=5745.90; Poush2079_Publish-1=35.82; Magh_2079_Publish-4=5745.90; Magh_2079_Publish-4=35.82; Falgun_2079_Publish-4=5745.90; Falgun_2079_Publish-4=35.82; Chaitra_2079_Publish=5745.90; Chaitra_2079_Publish=35.82; Saun_2080_Publish-3=5745.90; Saun_2080_Publish-3=35.82; Baisakh_2080_Publish-1=5745.90; Baisakh_2080_Publish-1=35.82; Jestha_2080_Publish=5745.90; Jestha_2080_Publish=35.82; Asar_2080_Publish=5745.90; Asar_2080_Publish=35.82
C6,others,commercial,Jestha 2081 (Mid-June 2024),4,132.49638186,20944.131707018732,157.07323500462815,Jestha_2081_Publish-2=20944.13; Jestha_2081_Publish-2=132.50; Asar_2081_Publish=20944.13; Asar_2081_Publish=132.50
C6,others,finance,Jestha 2081 (Mid-June 2024),4,0.50718255,79.1826643,155.12261167108372,Jestha_2081_Publish-2=79.18; Jestha_2081_Publish-2=0.51; Asar_2081_Publish=79.18; Asar_2081_Publish=0.51
C6,others,system_total,Baisakh 2081 (Mid-May 2024),4,127.75371950999998,19748.5241850989,153.58277270395305,Baisakh_2081_Publish=19748.52; Baisakh_2081_Publish=127.75; Jestha_2081_Publish-2=19748.52; Jestha_2081_Publish-2=127.75
C6,others,commercial,Baisakh 2081 (Mid-May 2024),4,127.24653695999999,19004.127691019134,148.34887930972212,Baisakh_2081_Publish=19004.13; Baisakh_2081_Publish=127.25; Jestha_2081_Publish-2=19004.13; Jestha_2081_Publish-2=127.25
C5,profit-loss-a-c,finance,Ashadh 2079 (Mid-July 2022),30,6.43081,956.6349995131277,147.75808794119678,Shrawan_2079_PublishV1=956.63; Shrawan_2079_PublishV1=6.43; Ashar2079_Publish=956.63; Ashar2079_Publish=6.43; Bhadau_2081_Publish-1=956.63; Bhadau_2081_Publish-1=6.43; Ashwin_2081_Publish-1=956.63; Ashwin_2081_Publish-1=6.43; Kartik_2081_Publish=956.63; Kartik_2081_Publish=6.43; Mangsir_2081_Publish-V2=956.63; Mangsir_2081_Publish-V2=6.43; Poush_2081_Publish_2=956.63; Poush_2081_Publish_2=6.43; Magh_2081_Publish-3=956.63; Magh_2081_Publish-3=6.43; Falgun_2081_Publish=956.63; Falgun_2081_Publish=6.43; Chaitra_2081_Publish=956.63; Chaitra_2081_Publish=6.43; Saun-2082-Publish=956.63; Saun-2082-Publish=6.43; Bhadau_2082_Publish=956.63; Bhadau_2082_Publish=6.43; Baisakh_2082_Publish-1=956.63; Baisakh_2082_Publish-1=6.43; Jestha_2082_Publish-3=956.63; Jestha_2082_Publish-3=6.43; Asar_2082_Publish=956.63; Asar_2082_Publish=6.43
C6,others,system_total,Chait 2081 (Mid-Apr 2024),4,119.67634403999999,17776.572075219872,147.53872933550113,Chaitra_2080_Publish=17776.57; Chaitra_2080_Publish=119.68; Baisakh_2081_Publish=17776.57; Baisakh_2081_Publish=119.68
C6,others,system_total,Ashadh 2081 (Mid-July 2024),4,165.22477166000002,24078.984788263286,144.73471366517055,Shrawan_2081_Publish-1=24078.98; Shrawan_2081_Publish-1=165.22; Asar_2081_Publish=24078.98; Asar_2081_Publish=165.22
C6,others,finance,Baisakh 2081 (Mid-May 2024),4,0.50718255,72.86101898999999,142.65837111312285,Baisakh_2081_Publish=72.86; Baisakh_2081_Publish=0.51; Jestha_2081_Publish-2=72.86; Jestha_2081_Publish-2=0.51
C6,others,commercial,Chait 2081 (Mid-Apr 2024),4,119.16916149,17100.569495010197,142.49827825586556,Chaitra_2080_Publish=17100.57; Chaitra_2080_Publish=119.17; Baisakh_2081_Publish=17100.57; Baisakh_2081_Publish=119.17
C5,profit-loss-a-c,system_total,Bhadra 2079 (Mid-Sept 2022),4,122.7942487632003,17519.01276116764,141.66965218339968,Bhadra_2079_Publish=17519.01; Bhadra_2079_Publish=122.79; Asoj_2079_PublishV1=17519.01; Asoj_2079_PublishV1=122.79
C6,others,system_total,Falgun 2082 (Mid-Mar 2025),4,100.33932667,14228.631971353409,140.8051370640457,Falgun_2081_Publish=14228.63; Falgun_2081_Publish=100.34; Chaitra_2081_Publish=14228.63; Chaitra_2081_Publish=100.34
C5,profit-loss-a-c,system_total,Ashwin 2078 (Mid-Oct 2021),4,140.14046921607243,19717.049540230437,139.69490169773977,Ashwin2078_NFRS_Publish=19717.05; Ashwin2078_NFRS_Publish=140.14; Kartik2078_NFRS_Publish-1=19717.05; Kartik2078_NFRS_Publish-1=140.14
C6,others,commercial,Ashadh 2081 (Mid-July 2024),4,164.71758911,23148.144540748566,139.53231756136262,Shrawan_2081_Publish-1=23148.14; Shrawan_2081_Publish-1=164.72; Asar_2081_Publish=23148.14; Asar_2081_Publish=164.72
C5,profit-loss-a-c,system_total,Ashadh 2077 (Mid-July 2020),24,425.9311988290757,59044.89556370106,137.62542994272536,Bhadra_2079_Publish=59044.90; Bhadra_2079_Publish=425.93; Asoj_2079_PublishV1=59044.90; Asoj_2079_PublishV1=425.93; Kartik2079_publish=59044.90; Kartik2079_publish=425.93; Mangsir_2079_Publish_V1=59044.90; Mangsir_2079_Publish_V1=425.93; Poush2079_Publish-1=59044.90; Poush2079_Publish-1=425.93; Magh_2079_Publish-4=59044.90; Magh_2079_Publish-4=425.93; Falgun_2079_Publish-4=59044.90; Falgun_2079_Publish-4=425.93; Chaitra_2079_Publish=59044.90; Chaitra_2079_Publish=425.93; Saun_2080_Publish-3=59044.90; Saun_2080_Publish-3=425.93; Baisakh_2080_Publish-1=59044.90; Baisakh_2080_Publish-1=425.93; Jestha_2080_Publish=59044.90; Jestha_2080_Publish=425.93; Asar_2080_Publish=59044.90; Asar_2080_Publish=425.93
C6,others,commercial,Falgun 2082 (Mid-Mar 2025),4,100.33932667,13676.616394130075,135.30364930701876,Falgun_2081_Publish=13676.62; Falgun_2081_Publish=100.34; Chaitra_2081_Publish=13676.62; Chaitra_2081_Publish=100.34
C6,others,system_total,Jestha 2082 (Mid-June 2025),4,146.23984238,19646.062528370727,133.34138199712362,Jestha_2082_Publish-3=19646.06; Jestha_2082_Publish-3=146.24; Asar_2082_Publish=19646.06; Asar_2082_Publish=146.24
C6,others,finance,Chait 2081 (Mid-Apr 2024),4,0.50718255,66.78841340000001,130.6851563603677,Chaitra_2080_Publish=66.79; Chaitra_2080_Publish=0.51; Baisakh_2081_Publish=66.79; Baisakh_2081_Publish=0.51
C6,others,commercial,Jestha 2082 (Mid-June 2025),4,146.23984238,18873.633562847775,128.05944957055672,Jestha_2082_Publish-3=18873.63; Jestha_2082_Publish-3=146.24; Asar_2082_Publish=18873.63; Asar_2082_Publish=146.24
C6,others,system_total,Magh 2082 (Mid-Feb 2025),4,97.75771892,12527.618320141317,127.14965875373268,Magh_2081_Publish-3=12527.62; Magh_2081_Publish-3=97.76; Falgun_2081_Publish=12527.62; Falgun_2081_Publish=97.76
C5,profit-loss-a-c,system_total,Ashadh 2081 (Mid-July 2024),4,496.91979121592004,61824.983715766466,123.41642455915479,Shrawan_2081_Publish-1=61824.98; Shrawan_2081_Publish-1=496.92; Asar_2081_Publish=61824.98; Asar_2081_Publish=496.92
C6,others,commercial,Magh 2082 (Mid-Feb 2025),4,97.75771892,12044.753729434044,122.21025758887504,Magh_2081_Publish-3=12044.75; Magh_2081_Publish-3=97.76; Falgun_2081_Publish=12044.75; Falgun_2081_Publish=97.76
C6,others,system_total,Baisakh 2082 (Mid-May 2025),4,146.11236943000003,17892.655113703393,121.45818190139926,Baisakh_2082_Publish-1=17892.66; Baisakh_2082_Publish-1=146.11; Jestha_2082_Publish-3=17892.66; Jestha_2082_Publish-3=146.11
C6,others,finance,Falgun 2081 (Mid-Mar 2024),4,0.50718255,60.911703980000006,119.09818551525481,Falgun_2080_Publish-1=60.91; Falgun_2080_Publish-1=0.51; Chaitra_2080_Publish=60.91; Chaitra_2080_Publish=0.51
C6,others,system_total,Poush 2082 (Mid-Jan 2025),4,91.25089894999999,10949.577743609385,118.9941904091169,Poush_2081_Publish_2=10949.58; Poush_2081_Publish_2=91.25; Magh_2081_Publish-3=10949.58; Magh_2081_Publish-3=91.25
C6,others,commercial,Baisakh 2082 (Mid-May 2025),4,146.11236943000003,17193.688355805487,116.67442019371737,Baisakh_2082_Publish-1=17193.69; Baisakh_2082_Publish-1=146.11; Jestha_2082_Publish-3=17193.69; Jestha_2082_Publish-3=146.11
C6,others,commercial,Poush 2082 (Mid-Jan 2025),4,91.25089894999999,10535.12304151878,114.45226581593892,Poush_2081_Publish_2=10535.12; Poush_2081_Publish_2=91.25; Magh_2081_Publish-3=10535.12; Magh_2081_Publish-3=91.25
C5,profit-loss-a-c,development,Ashadh 2079 (Mid-July 2022),30,56.128,6339.672077181521,111.95025793154078,Shrawan_2079_PublishV1=6339.67; Shrawan_2079_PublishV1=56.13; Ashar2079_Publish=6339.67; Ashar2079_Publish=56.13; Bhadau_2081_Publish-1=6339.67; Bhadau_2081_Publish-1=56.13; Ashwin_2081_Publish-1=6339.67; Ashwin_2081_Publish-1=56.13; Kartik_2081_Publish=6339.67; Kartik_2081_Publish=56.13; Mangsir_2081_Publish-V2=6339.67; Mangsir_2081_Publish-V2=56.13; Poush_2081_Publish_2=6339.67; Poush_2081_Publish_2=56.13; Magh_2081_Publish-3=6339.67; Magh_2081_Publish-3=56.13; Falgun_2081_Publish=6339.67; Falgun_2081_Publish=56.13; Chaitra_2081_Publish=6339.67; Chaitra_2081_Publish=56.13; Saun-2082-Publish=6339.67; Saun-2082-Publish=56.13; Bhadau_2082_Publish=6339.67; Bhadau_2082_Publish=56.13; Baisakh_2082_Publish-1=6339.67; Baisakh_2082_Publish-1=56.13; Jestha_2082_Publish-3=6339.67; Jestha_2082_Publish-3=56.13; Asar_2082_Publish=6339.67; Asar_2082_Publish=56.13
C6,others,finance,Magh 2081 (Mid-Feb 2024),4,0.50718255,55.034991680000005,107.51120899171315,Magh_2080_Publish=55.03; Magh_2080_Publish=0.51; Falgun_2080_Publish-1=55.03; Falgun_2080_Publish-1=0.51
C6,others,system_total,Mangsir 2081 (Mid-Dec 2024),4,85.52042347,9178.890465426919,106.32980606260462,Mangsir_2081_Publish-V2=9178.89; Mangsir_2081_Publish-V2=85.52; Poush_2081_Publish_2=9178.89; Poush_2081_Publish_2=85.52
C6,others,finance,Jestha 2080 (Mid-June 2023),4,4.28149245,454.01487022651526,105.04126377158865,Jestha_2080_Publish=454.01; Jestha_2080_Publish=4.28; Asar_2080_Publish=454.01; Asar_2080_Publish=4.28
C5,profit-loss-a-c,system_total,Bhadra 2078 (Mid-Sept 2021),4,143.83184501858,14933.140449307984,102.82360350991077,Bhadra_2078_V1.1=14933.14; Bhadra_2078_V1.1=143.83; Ashwin2078_NFRS_Publish=14933.14; Ashwin2078_NFRS_Publish=143.83
C6,others,commercial,Mangsir 2081 (Mid-Dec 2024),4,85.52042347,8830.37741825152,102.25460351993182,Mangsir_2081_Publish-V2=8830.38; Mangsir_2081_Publish-V2=85.52; Poush_2081_Publish_2=8830.38; Poush_2081_Publish_2=85.52
C6,others,finance,Baisakh 2080 (Mid-May 2023),4,4.28149245,427.65500337000003,98.88456323682179,Baisakh_2080_Publish-1=427.66; Baisakh_2080_Publish-1=4.28; Jestha_2080_Publish=427.66; Jestha_2080_Publish=4.28
C5,profit-loss-a-c,commercial,Mangsir 2080 (Mid-Dec 2023),4,278.83642084345365,27152.12680765012,96.37654329917704,Mangshir_2080_Publish=27152.13; Mangshir_2080_Publish=278.84; Poush_2080_Publish-2=27152.13; Poush_2080_Publish-2=278.84
C6,others,finance,Poush 2081 (Mid-Jan 2024),4,0.50718255,49.153486720000004,95.91478289227419,Poush_2080_Publish-2=49.15; Poush_2080_Publish-2=0.51; Magh_2080_Publish=49.15; Magh_2080_Publish=0.51
C6,others,finance,Chait 2080 (Mid-Apr 2023),4,4.28149245,410.553829860274,94.89035474306957,Chaitra_2079_Publish=410.55; Chaitra_2079_Publish=4.28; Baisakh_2080_Publish-1=410.55; Baisakh_2080_Publish-1=4.28
C6,others,system_total,Kartik 2081 (Mid-Nov 2024),4,78.25005793000001,7402.210479537311,93.59686900371486,Kartik_2081_Publish=7402.21; Kartik_2081_Publish=78.25; Mangsir_2081_Publish-V2=7402.21; Mangsir_2081_Publish-V2=78.25
C6,others,system_total,Ashadh 2075 (Mid-July 2018),4,28.87049781000419,2712.9562687005796,92.96984723140062,Shrawan-2078-2=2712.96; Shrawan-2078-2=28.87; Ashadh-2078-2=2712.96; Ashadh-2078-2=28.87
C6,others,commercial,Kartik 2081 (Mid-Nov 2024),4,78.25005793000001,7121.200785176397,90.00569345963673,Kartik_2081_Publish=7121.20; Kartik_2081_Publish=78.25; Mangsir_2081_Publish-V2=7121.20; Mangsir_2081_Publish-V2=78.25
C5,profit-loss-a-c,system_total,Jestha 2080 (Mid-June 2023),4,784.4377085255242,69903.09877976317,88.1123642069135,Jestha_2080_Publish=69903.10; Jestha_2080_Publish=784.44; Asar_2080_Publish=69903.10; Asar_2080_Publish=784.44
C5,profit-loss-a-c,finance,Chait 2079 (Mid-Apr 2022),4,5.76325,492.7084372014374,84.49142188894068,Chaitra-2078=492.71; Chaitra-2078=5.76; Baishakh-2079=492.71; Baishakh-2079=5.76
