federal_code,name_en,name_ne,district_en,local_level_type
80104301,Baudikali Rural Municipality,बौदीकाली गाउँपालिका,Nawalparasi (Bardaghat Susta East),rural_municipality
80104302,Bulingtar Rural Municipality,बुलिङटार गाउँपालिका,Nawalparasi (Bardaghat Susta East),rural_municipality
80104303,Binayi Triveni Rural Municipality,बिनयी त्रिवेणी गाउँपालिका,Nawalparasi (Bardaghat Susta East),rural_municipality
80104304,Hupsekot Rural Municipality,हुप्सेकोट गाउँपालिका,Nawalparasi (Bardaghat Susta East),rural_municipality
80105101,Bardaghat Municipality,बर्दघाट नगरपालिका,Nawalparasi (Bardaghat Susta West),municipality
80105102,Ramgram Municipality,रामग्राम नगरपालिका,Nawalparasi (Bardaghat Susta West),municipality
80105103,Sunwal Municipality,सुनवल नगरपालिका,Nawalparasi (Bardaghat Susta West),municipality
80105301,Susta Rural Municipality,सुस्ता गाउँपालिका,Nawalparasi (Bardaghat Susta West),rural_municipality
80105302,Palhinandan Rural Municipality,पाल्हीनन्दन गाउँपालिका,Nawalparasi (Bardaghat Susta West),rural_municipality
80105303,Pratappur Rural Municipality,प्रतापपुर गाउँपालिका,Nawalparasi (Bardaghat Susta West),rural_municipality
80105304,Sarawal Rural Municipality,सरावल गाउँपालिका,Nawalparasi (Bardaghat Susta West),rural_municipality
80105031,Butwal Sub-Metropolitan City,बुटवल उपमहानगरपालिका,Rupandehi,sub_metropolitan_city
80105104,Tilottama Municipality,तिलोत्तमा नगरपालिका,Rupandehi,municipality
80105105,Devdaha Municipality,देवदह नगरपालिका,Rupandehi,municipality
80105106,Lumbini Cultural Municipality,लुम्बिनी सांस्कृतिक नगरपालिका,Rupandehi,municipality
80105107,Siddharthanagar Municipality,सिद्धार्थनगर नगरपालिका,Rupandehi,municipality
80105108,Sainamaina Municipality,सैनामैना नगरपालिका,Rupandehi,municipality
80105305,Omsatiya Rural Municipality,ओमसतिया गाउँपालिका,Rupandehi,rural_municipality
80105306,Kanchan Rural Municipality,कन्चन गाउँपालिका,Rupandehi,rural_municipality
80105307,Kotahimai Rural Municipality,कोटहीमाई गाउँपालिका,Rupandehi,rural_municipality
80105308,Gaidahawa Rural Municipality,गैडहवा गाउँपालिका,Rupandehi,rural_municipality
80105309,Marchawari Rural Municipality,मर्चवारी गाउँपालिका,Rupandehi,rural_municipality
80105310,Mayadevi Rural Municipality (Rupandehi),मायादेवी गाउँपालिका,Rupandehi,rural_municipality
80105311,Rohini Rural Municipality,रोहिणी गाउँपालिका,Rupandehi,rural_municipality
80105312,Shuddhodhan Rural Municipality,शुद्धोधन गाउँपालिका,Rupandehi,rural_municipality
80105313,Sammarimai Rural Municipality,सम्मरीमाई गाउँपालिका,Rupandehi,rural_municipality
80105314,Siyari Rural Municipality,सियारी गाउँपालिका,Rupandehi,rural_municipality
80105109,Kapilvastu Municipality,कपिलवस्तु नगरपालिका,Kapilvastu,municipality
80105110,Krishnanagar Municipality,कृष्णनगर नगरपालिका,Kapilvastu,municipality
80105111,Banganga Municipality,बाणगंगा नगरपालिका,Kapilvastu,municipality
80105112,Buddhabhumi Municipality,बुद्धभुमी नगरपालिका,Kapilvastu,municipality
80105113,Maharajgunj Municipality,महाराजगञ्ज नगरपालिका,Kapilvastu,municipality
80105114,Shivaraj Municipality,शिवराज नगरपालिका,Kapilvastu,municipality
80105315,Mayadevi Rural Municipality (Kapilvastu),मायादेवी गाउँपालिका,Kapilvastu,rural_municipality
80105316,Yasodhara Rural Municipality,यसोधरा गाउँपालिका,Kapilvastu,rural_municipality
80105317,Bijayanagar Rural Municipality,विजयनगर गाउँपालिका,Kapilvastu,rural_municipality
80105318,Shuddhodhan Rural Municipality,शुद्धोधन गाउँपालिका,Kapilvastu,rural_municipality
80105118,Tansen Municipality,तानसेन नगरपालिका,Palpa,municipality
80105119,Rampur Municipality,रामपुर नगरपालिका,Palpa,municipality
80105322,Tinau Rural Municipality,तिनाउ गाउँपालिका,Palpa,rural_municipality
80105323,Nisdi Rural Municipality,निस्दी गाउँपालिका,Palpa,rural_municipality
80105324,Purbakhola Rural Municipality,पूर्वखोला गाउँपालिका,Palpa,rural_municipality
80105325,Bagnaskali Rural Municipality,बगनासकाली गाउँपालिका,Palpa,rural_municipality
80105326,Mathagadhi Rural Municipality,माथागढी गाउँपालिका,Palpa,rural_municipality
80105327,Rambha Rural Municipality,रम्भा गाउँपालिका,Palpa,rural_municipality
80105328,Ribdikot Rural Municipality,रिब्दीकोट गाउँपालिका,Palpa,rural_municipality
80105329,Rainadevi Chhahara Rural Municipality,रैनादेवी छहरा गाउँपालिका,Palpa,rural_municipality
80105115,Bhumikasthan Municipality,भुमिकास्थान नगरपालिका,Arghakhanchi,municipality
80105116,Sitganga Municipality,शितगंगा नगरपालिका,Arghakhanchi,municipality
80105117,Sandhikharka Municipality,सन्धिखर्क नगरपालिका,Arghakhanchi,municipality
80105319,Chhatradev Rural Municipality,छत्रदेव गाउँपालिका,Arghakhanchi,rural_municipality
80105320,Panini Rural Municipality,पाणिनी गाउँपालिका,Arghakhanchi,rural_municipality
80105321,Malarani Rural Municipality,मालारानी गाउँपालिका,Arghakhanchi,rural_municipality
80105120,Musikot Municipality,मुसिकोट नगरपालिका,Gulmi,municipality
80105121,Resunga Municipality,रेसुंगा नगरपालिका,Gulmi,municipality
80105330,Isma Rural Municipality,इस्मा गाउँपालिका,Gulmi,rural_municipality
80105331,Kaligandaki Rural Municipality,कालीगण्डकी गाउँपालिका,Gulmi,rural_municipality
80105332,Gulmi Darbar Rural Municipality,गुल्मीदरवार गाउँपालिका,Gulmi,rural_municipality
80105333,Chandrakot Rural Municipality,चन्द्रकोट गाउँपालिका,Gulmi,rural_municipality
80105334,Chhatrakot Rural Municipality,छत्रकोट गाउँपालिका,Gulmi,rural_municipality
80105335,Dhurkot Rural Municipality,धुर्कोट गाउँपालिका,Gulmi,rural_municipality
80105336,Madane Rural Municipality,मदाने गाउँपालिका,Gulmi,rural_municipality
80105337,Malika Rural Municipality,मालिका गाउँपालिका,Gulmi,rural_municipality
80105338,Ruru Rural Municipality,रुरु गाउँपालिका,Gulmi,rural_municipality
80105339,Satyawati Rural Municipality,सत्यवती गाउँपालिका,Gulmi,rural_municipality
80105340,Putha Uttarganga Rural Municipality,पुथा उत्तरगंगा गाउँपालिका,Rukum (East),rural_municipality
80105341,Bhume Rural Municipality,भूमे गाउँपालिका,Rukum (East),rural_municipality
80105342,Sisne Rural Municipality,सिस्ने गाउँपालिका,Rukum (East),rural_municipality
80105122,Rolpa Municipality,रोल्पा नगरपालिका,Rolpa,municipality
80105343,Triveni Rural Municipality,त्रिवेणी गाउँपालिका,Rolpa,rural_municipality
80105344,Thabang Rural Municipality,थवाङ गाउँपालिका,Rolpa,rural_municipality
80105345,Paribartan Rural Municipality,परिवर्तन गाउँपालिका,Rolpa,rural_municipality
80105346,Madi Rural Municipality,माडी गाउँपालिका,Rolpa,rural_municipality
80105347,Runtigadhi Rural Municipality,रुन्टीगढी गाउँपालिका,Rolpa,rural_municipality
80105348,Lungri Rural Municipality,लुङग्री गाउँपालिका,Rolpa,rural_municipality
80105349,Gangadev Rural Municipality,गंगादेव गाउँपालिका,Rolpa,rural_municipality
80105350,Sunchhahari Rural Municipality,सुनछहरी गाउँपालिका,Rolpa,rural_municipality
80105351,Sunil Smriti Rural Municipality,सुनिल स्मृति गाउँपालिका,Rolpa,rural_municipality
80105123,Pyuthan Municipality,प्यूठान नगरपालिका,Pyuthan,municipality
80105124,Swargadwari Municipality,स्वर्गद्वारी नगरपालिका,Pyuthan,municipality
80105352,Airawati Rural Municipality,ऐरावती गाउँपालिका,Pyuthan,rural_municipality
80105353,Gaumukhi Rural Municipality,गौमुखी गाउँपालिका,Pyuthan,rural_municipality
80105354,Jhimruk Rural Municipality,झिमरुक गाउँपालिका,Pyuthan,rural_municipality
80105355,Naubahini Rural Municipality,नौबहिनी गाउँपालिका,Pyuthan,rural_municipality
80105356,Mallarani Rural Municipality,मल्लरानी गाउँपालिका,Pyuthan,rural_municipality
80105357,Mandavi Rural Municipality,माण्डवी गाउँपालिका,Pyuthan,rural_municipality
80105358,Sarumarani Rural Municipality,सरुमारानी गाउँपालिका,Pyuthan,rural_municipality
80105032,Ghorahi Sub-Metropolitan City,घोराही उपमहानगरपालिका,Dang,sub_metropolitan_city
80105033,Tulsipur Sub-Metropolitan City,तुल्सीपुर उपमहानगरपालिका,Dang,sub_metropolitan_city
80105125,Lamahi Municipality,लमही नगरपालिका,Dang,municipality
80105359,Gadawa Rural Municipality,गडवा गाउँपालिका,Dang,rural_municipality
80105360,Dangisharan Rural Municipality,दंगीशरण गाउँपालिका,Dang,rural_municipality
80105361,Banglachuli Rural Municipality,बंगलाचुली गाउँपालिका,Dang,rural_municipality
80105362,Babai Rural Municipality,बबई गाउँपालिका,Dang,rural_municipality
80105363,Rajpur Rural Municipality,राजपुर गाउँपालिका,Dang,rural_municipality
80105364,Rapti Rural Municipality,राप्ती गाउँपालिका,Dang,rural_municipality
80105365,Shantinagar Rural Municipality,शान्तिनगर गाउँपालिका,Dang,rural_municipality
80105034,Nepalgunj Sub-Metropolitan City,नेपालगन्ज उपमहानगरपालिका,Banke,sub_metropolitan_city
80105126,Kohalpur Municipality,कोहलपुर नगरपालिका,Banke,municipality
80105366,Khajura Rural Municipality,खजुरा गाउँपालिका,Banke,rural_municipality
80105367,Janaki Rural Municipality,जानकी गाउँपालिका,Banke,rural_municipality
80105368,Duduwa Rural Municipality,डुडुवा गाउँपालिका,Banke,rural_municipality
80105369,Narainapur Rural Municipality,नरैनापुर गाउँपालिका,Banke,rural_municipality
80105370,Baijanath Rural Municipality,वैजनाथ गाउँपालिका,Banke,rural_municipality
80105371,Raptisonari Rural Municipality,राप्तीसोनारी गाउँपालिका,Banke,rural_municipality
80105127,Gulariya Municipality,गुलरिया नगरपालिका,Bardiya,municipality
80105128,Thakurbaba Municipality,ठाकुरबाबा नगरपालिका,Bardiya,municipality
80105129,Bansgadhi Municipality,बाँसगढी नगरपालिका,Bardiya,municipality
80105130,Madhuwan Municipality,मधुवन नगरपालिका,Bardiya,municipality
80105131,Rajapur Municipality,राजापुर नगरपालिका,Bardiya,municipality
80105132,Barbardiya Municipality,बारबर्दिया नगरपालिका,Bardiya,municipality
80105372,Geruwa Rural Municipality,गेरुवा गाउँपालिका,Bardiya,rural_municipality
80105373,Badhaiyatal Rural Municipality,बढैयाताल गाउँपालिका,Bardiya,rural_municipality
80106108,Aathbiskot Municipality,आठविसकोट नगरपालिका,Rukum (West),municipality
80106109,Chaurjahari Municipality,चौरजहारी नगरपालिका,Rukum (West),municipality
80106110,Musikot Municipality,मुसिकोट नगरपालिका,Rukum (West),municipality
80106330,Triveni Rural Municipality,त्रिवेणी गाउँपालिका,Rukum (West),rural_municipality
80106331,Banfikot Rural Municipality,बाँफिकोट गाउँपालिका,Rukum (West),rural_municipality
80106332,Sanibheri Rural Municipality,सानीभेरी गाउँपालिका,Rukum (West),rural_municipality
80106111,Bagchaur Municipality,बागचौर नगरपालिका,Salyan,municipality
80106112,Bangad Kupinde Municipality,वनगाँड कुपिण्डे नगरपालिका,Salyan,municipality
80106113,Sharada Municipality,शारदा नगरपालिका,Salyan,municipality
80106333,Kapurkot Rural Municipality,कपुरकोट गाउँपालिका,Salyan,rural_municipality
80106334,Kalimati Rural Municipality,कालिमाटी गाउँपालिका,Salyan,rural_municipality
80106335,Kumakh Rural Municipality,कुमाख गाउँपालिका,Salyan,rural_municipality
80106336,Chhatreshwari Rural Municipality,छत्रेश्वरी गाउँपालिका,Salyan,rural_municipality
80106337,Siddha Kumakh Rural Municipality,सिद्ध कुमाख गाउँपालिका,Salyan,rural_municipality
80106338,Triveni Rural Municipality,त्रिवेणी गाउँपालिका,Salyan,rural_municipality
80106339,Darma Rural Municipality,दार्मा गाउँपालिका,Salyan,rural_municipality
80106102,Thuli Bheri Municipality,ठूलीभेरी नगरपालिका,Dolpa,municipality
80106103,Tripurasundari Municipality,त्रिपुरासुन्दरी नगरपालिका,Dolpa,municipality
80106304,Kaike Rural Municipality,काईके गाउँपालिका,Dolpa,rural_municipality
80106305,Chharka Tangsong Rural Municipality,छार्का ताङसोङ गाउँपालिका,Dolpa,rural_municipality
80106306,Jagadulla Rural Municipality,जगदुल्ला गाउँपालिका,Dolpa,rural_municipality
80106307,Dolpo Buddha Rural Municipality,डोल्पो बुद्ध गाउँपालिका,Dolpa,rural_municipality
80106308,Mudkechula Rural Municipality,मुड्केचुला गाउँपालिका,Dolpa,rural_municipality
80106309,Shey Phoksundo Rural Municipality,शे फोक्सुन्डो गाउँपालिका,Dolpa,rural_municipality
80106104,Chandannath Municipality,चन्दननाथ नगरपालिका,Jumla,municipality
80106317,Kanakasundari Rural Municipality,कनकासुन्दरी गाउँपालिका,Jumla,rural_municipality
80106318,Guthichaur Rural Municipality,गुठिचौर गाउँपालिका,Jumla,rural_municipality
80106319,Tatopani Rural Municipality,तातोपानी गाउँपालिका,Jumla,rural_municipality
80106320,Tila Rural Municipality,तिला गाउँपालिका,Jumla,rural_municipality
80106321,Patarasi Rural Municipality,पातारासी गाउँपालिका,Jumla,rural_municipality
80106322,Sinja Rural Municipality,सिंजा गाउँपालिका,Jumla,rural_municipality
80106323,Hima Rural Municipality,हिमा गाउँपालिका,Jumla,rural_municipality
80106101,Chhayanath Rara Municipality,छायाँनाथ रारा नगरपालिका,Mugu,municipality
80106301,Khatyad Rural Municipality,खत्याड गाउँपालिका,Mugu,rural_municipality
80106302,Mugum Karmarong Rural Municipality,मुगुमकार्मारोंग गाउँपालिका,Mugu,rural_municipality
80106303,Soru Rural Municipality,सोरु गाउँपालिका,Mugu,rural_municipality
80106310,Adanchuli Rural Municipality,अदानचुली गाउँपालिका,Humla,rural_municipality
80106311,Kharpunath Rural Municipality,खार्पुनाथ गाउँपालिका,Humla,rural_municipality
80106312,Chankheli Rural Municipality,चंखेली गाउँपालिका,Humla,rural_municipality
80106313,Tanjakot Rural Municipality,ताँजाकोट गाउँपालिका,Humla,rural_municipality
80106314,Namkha Rural Municipality,नाम्खा गाउँपालिका,Humla,rural_municipality
80106315,Sarkegad Rural Municipality,सर्केगाड गाउँपालिका,Humla,rural_municipality
80106316,Simkot Rural Municipality,सिमकोट गाउँपालिका,Humla,rural_municipality
80106105,Khandachakra Municipality,खाँडाचक्र नगरपालिका,Kalikot,municipality
80106106,Tilagufa Municipality,तिलागुफा नगरपालिका,Kalikot,municipality
80106107,Raskot Municipality,रास्कोट नगरपालिका,Kalikot,municipality
80106324,Shubha Kalika Rural Municipality,शुभ कालिका गाउँपालिका,Kalikot,rural_municipality
80106325,Naraharinath Rural Municipality,नरहरिनाथ गाउँपालिका,Kalikot,rural_municipality
80106326,Pachaljharana Rural Municipality,पचालझरना गाउँपलिका,Kalikot,rural_municipality
80106327,Palata Rural Municipality,पलाता गाउँपालिका,Kalikot,rural_municipality
80106328,Mahawai Rural Municipality,महावै गाउँपालिका,Kalikot,rural_municipality
80106329,Sanni Triveni Rural Municipality,सान्नी त्रिवेणी गाउँपालिका,Kalikot,rural_municipality
80106119,Chhedagad Municipality,छेडागाड नगरपालिका,Jajarkot,municipality
80106120,Nalgad Municipality,नलगाड नगरपालिका,Jajarkot,municipality
80106121,Bheri Municipality,भेरीमालिका नगरपालिका,Jajarkot,municipality
80106344,Kuse Rural Municipality,कुसे गाउँपालिका,Jajarkot,rural_municipality
80106345,Junichande Rural Municipality,जुनीचाँद गाउँपालिका,Jajarkot,rural_municipality
80106346,Barekot Rural Municipality,बारेकोट गाउँपालिका,Jajarkot,rural_municipality
80106347,Shivalaya Rural Municipality,शिवालय गाउँपालिका,Jajarkot,rural_municipality
80106122,Aathabis Municipality,आठबीस नगरपालिका,Dailekh,municipality
80106123,Chamunda Bindrasaini Municipality,चामुण्डा बिन्द्रासैनी नगरपालिका,Dailekh,municipality
80106124,Dullu Municipality,दुल्लु नगरपालिका,Dailekh,municipality
80106125,Narayan Municipality,नारायण नगरपालिका,Dailekh,municipality
80106348,Gurans Rural Municipality,गुराँस गाउँपालिका,Dailekh,rural_municipality
80106349,Thantikandh Rural Municipality,ठाँटीकाँध गाउँपालिका,Dailekh,rural_municipality
80106350,Dungeshwar Rural Municipality,डुंगेश्वर गाउँपालिका,Dailekh,rural_municipality
80106351,Naumule Rural Municipality,नौमुले गाउँपालिका,Dailekh,rural_municipality
80106352,Bhagawatimai Rural Municipality,भगवतीमाई गाउँपालिका,Dailekh,rural_municipality
80106353,Bhairavi Rural Municipality,भैरवी गाउँपालिका,Dailekh,rural_municipality
80106354,Mahabu Rural Municipality,महाबु गाउँपालिका,Dailekh,rural_municipality
80106114,Gurbhakot Municipality,गुर्भाकोट नगरपालिका,Surkhet,municipality
80106115,Panchapuri Municipality,पञ्चपुरी नगरपालिका,Surkhet,municipality
80106116,Bheriganga Municipality,भेरीगंगा नगरपालिका,Surkhet,municipality
80106117,Lekbesi Municipality,लेकबेसी नगरपालिका,Surkhet,municipality
80106118,Birendranagar Municipality,बरिन्द्रनगर नगरपालिका,Surkhet,municipality
80106340,Chingad Rural Municipality,चिङ्गाड गाउँपालिका,Surkhet,rural_municipality
80106341,Chaukune Rural Municipality,चौकुने गाउँपालिका,Surkhet,rural_municipality
80106342,Barahtal Rural Municipality,बराहताल गाउँपालिका,Surkhet,rural_municipality
80106343,Simta Rural Municipality,सिम्ता गाउँपालिका,Surkhet,rural_municipality
80107113,Triveni Municipality,विवेणी नगरपालिका,Bajura,municipality
80107114,Badimalika Municipality,वडिमालिका नगरपालिका,Bajura,municipality
80107115,Budhiganga Municipality,बुढीगंगा नगरपालिका,Bajura,municipality
80107116,Budhinanda Municipality,बुढीनन्दा नगरपालिका,Bajura,municipality
80107320,Gaumul Rural Municipality,गौमुल गाउँपालिका,Bajura,rural_municipality
80107321,Chhededaha Rural Municipality,छेडेदह गाउँपालिका,Bajura,rural_municipality
80107322,Jagannath Rural Municipality,जगन्नाथ गाउँपालिका,Bajura,rural_municipality
80107323,Swamikartik Khapar Rural Municipality,स्वामीकार्तिक खापर गाउँपालिका,Bajura,rural_municipality
80107324,Himali Rural Municipality,हिमाली गाउँपालिका,Bajura,rural_municipality
80107117,Jayaprithvi Municipality,जयपृथ्वी नगरपालिका,Bajhang,municipality
80107118,Bungal Municipality,बुंगल नगरपालिका,Bajhang,municipality
80107325,Saipal Rural Municipality,साईपाल गाउँपालिका,Bajhang,rural_municipality
80107326,Kedarsyu Rural Municipality,केदारस्यूँ गाँउपालिका,Bajhang,rural_municipality
80107327,Khaptad Chhanna Rural Municipality,खप्तडछान्ना गाँउपालिका,Bajhang,rural_municipality
80107328,Chabispathivera Rural Municipality,छबिसपाथिभेरा गाँउपालिका,Bajhang,rural_municipality
80107329,Talkot Rural Municipality,तालकोट गाँउपालिका,Bajhang,rural_municipality
80107330,Thalara Rural Municipality,थलारा गाँउपालिका,Bajhang,rural_municipality
80107331,Durgathali Rural Municipality,दुर्गाथली गाँउपालिका,Bajhang,rural_municipality
80107332,Masta Rural Municipality,मष्टा गाउँपालिका,Bajhang,rural_municipality
80107333,Bitthadchir Rural Municipality,वित्थडचिर गाँउपालिका,Bajhang,rural_municipality
80107334,Surma Rural Municipality,सूर्मा गाउँपालिका,Bajhang,rural_municipality
80107107,Dipayal Silgadhi Municipality,दिपायल सिलगढी नगरपालिका,Doti,municipality
80107108,Shikhar Municipality,शिखर नगरपालिका,Doti,municipality
80107307,Adarsha Rural Municipality,आदर्श गाउँपालिका,Doti,rural_municipality
80107308,K.I. Singh Rural Municipality,के. आई.सिं गाउँपालिका,Doti,rural_municipality
80107309,Jorayal Rural Municipality,जोरायल गाउँपालिका,Doti,rural_municipality
80107310,Purbichauki Rural Municipality,पूर्वीचौकी गाउँपालिका,Doti,rural_municipality
80107311,Badikedar Rural Municipality,बडीकेदार गाउँपालिका,Doti,rural_municipality
80107312,Bogatan Phusil Rural Municipality,बोगटान फुसिल गाउँपालिका,Doti,rural_municipality
80107313,Sayal Rural Municipality,सायल गाउँपालिका,Doti,rural_municipality
80107109,Kamalbazar Municipality,कमलबजार नगरपालिका,Achham,municipality
80107110,Panchadeval Binayak Municipality,पंचदेवल विनायक नगरपालिका,Achham,municipality
80107111,Mangalsen Municipality,मंगलसेन नगरपालिका,Achham,municipality
80107112,Sanphebagar Municipality,साँफेबगर नगरपालिका,Achham,municipality
80107314,Chaurpati Rural Municipality,चौरपाटी गाउँपालिका,Achham,rural_municipality
80107315,Dhakari Rural Municipality,ढकारी गाउँपालिका,Achham,rural_municipality
80107316,Turmakhand Rural Municipality,तुर्माखाँद गाउँपालिका,Achham,rural_municipality
80107317,Bannigadhi Jayagadh Rural Municipality,वान्नीगडी जयगढ गाउँपालिका,Achham,rural_municipality
80107318,Mellekh Rural Municipality,मेल्लेख गाउँपालिका,Achham,rural_municipality
80107319,Ramaroshan Rural Municipality,रामारोशन गाउँपालिका,Achham,rural_municipality
80107119,Mahakali Municipality,महाकाली नगरपालिका,Darchula,municipality
80107120,Shailyashikhar Municipality,शैलाशिखर नगरपालिका,Darchula,municipality
80107335,Apihimal Rural Municipality,अपिहिमाल गाउँपालिका,Darchula,rural_municipality
80107336,Duhu Rural Municipality,दुहुँ गाउँपालिका,Darchula,rural_municipality
80107337,Naugad Rural Municipality,नौगाड गाउँपालिका,Darchula,rural_municipality
80107338,Byas Rural Municipality,व्याँस गाउँपालिका,Darchula,rural_municipality
80107339,Marma Rural Municipality,मार्मा गाउँपालिका,Darchula,rural_municipality
80107340,Malikarjun Rural Municipality,मालिकार्जुन गाउँपालिका,Darchula,rural_municipality
80107341,Lekam Rural Municipality,लेकम गाउँपालिका,Darchula,rural_municipality
80107121,Dasharathchand Municipality,दशरथचन्द नगरपालिका,Baitadi,municipality
80107122,Patan Municipality,पाटन नगरपालिका,Baitadi,municipality
80107123,Purchaudi Municipality,पुचौडी नगरपालिका,Baitadi,municipality
80107124,Melauli Municipality,मेलौली नगरपालिका,Baitadi,municipality
80107342,Dilasaini Rural Municipality,डीलासैनी गाउँपालिका,Baitadi,rural_municipality
80107343,Dogadakedar Rural Municipality,दोगडाकेदार गाउँपालिका,Baitadi,rural_municipality
80107344,Pancheshwar Rural Municipality,पंचेश्वर गाउँपालिका,Baitadi,rural_municipality
80107345,Shivanath Rural Municipality,शिवनाथ गाउँपालिका,Baitadi,rural_municipality
80107346,Sigas Rural Municipality,सिगास गाउँपालिका,Baitadi,rural_municipality
80107347,Surnaya Rural Municipality,सुर्नया गाउँपालिका,Baitadi,rural_municipality
80107125,Amargadhi Municipality,अमरगढी नगरपालिका,Dadeldhura,municipality
80107126,Parashuram Municipality,परशुराम नगरपालिका,Dadeldhura,municipality
80107348,Ajayameru Rural Municipality,अजयमेरु गाउँपालिका,Dadeldhura,rural_municipality
80107349,Aalital Rural Municipality,जालिताल गाउँपालिका,Dadeldhura,rural_municipality
80107350,Ganyapdhura Rural Municipality,गन्यापधुरा गाउँपालिका,Dadeldhura,rural_municipality
80107351,Navadurga Rural Municipality,नवदुर्गा गाउँपालिका,Dadeldhura,rural_municipality
80107352,Bhageshwar Rural Municipality,भागेवर गाउँपालिका,Dadeldhura,rural_municipality
80107127,Krishnapur Municipality,कृष्णपुर नगरपालिका,Kanchanpur,municipality
80107128,Punarbas Municipality,पुनर्वास नगरपालिका,Kanchanpur,municipality
80107129,Bedkot Municipality,बेदकोट नगरपालिका,Kanchanpur,municipality
80107130,Belauri Municipality,बेलौरी नगरपालिका,Kanchanpur,municipality
80107131,Bhimdatta Municipality,भिमदत्त नगरपालिका,Kanchanpur,municipality
80107132,Mahakali (Dodhara Chandani) Municipality,चाँदनी दोधारा नगरपालिका,Kanchanpur,municipality
80107133,Shuklaphanta Municipality,शुक्लाफाँट नगरपालिका,Kanchanpur,municipality
80107353,Beldandi Rural Municipality,बेलडाँडी गाउँपालिका,Kanchanpur,rural_municipality
80107354,Laljhadi Rural Municipality,लालझाडी गाउँपालिका,Kanchanpur,rural_municipality
80107031,Dhangadhi Sub-Metropolitan City,धनगढी उपमहानगरपालिका,Kailali,sub_metropolitan_city
80107101,Godawari Municipality,गोदावरी नगरपालिका,Kailali,municipality
80107102,Gauriganga Municipality,गौरीगंगा नगरपालिका,Kailali,municipality
80107103,Ghodaghodi Municipality,घोडाघोडी नगरपालिका,Kailali,municipality
80107104,Tikapur Municipality,टिकापुर नगरपालिका,Kailali,municipality
80107105,Bhajani Municipality,भजनी नगरपालिका,Kailali,municipality
80107106,Lamkichuha Municipality,लम्किचुहा नगरपालिका,Kailali,municipality
80107301,Kailari Rural Municipality,कैलारी गाउँपालिका,Kailali,rural_municipality
80107302,Chure Rural Municipality,चुरे गाउँपालिका,Kailali,rural_municipality
80107303,Janaki Rural Municipality,जानकी गाउँपालिका,Kailali,rural_municipality
80107304,Joshipur Rural Municipality,जोशीपुर गाउँपालिका,Kailali,rural_municipality
80107305,Bardagoriya Rural Municipality,बर्दगोरिया गाउँपालिका,Kailali,rural_municipality
80107306,Mohanyal Rural Municipality,मोहन्याल गाउँपालिका,Kailali,rural_municipality
